date,beta1,beta2,beta3,beta4,beta5,r_squared,rmse
2020-11-17,0.24026007916927533,-0.09351531991912262,0.24494195007390898,-0.005363504595493619,-0.02745762973728844,0.9735927933443717,0.02159878606553403
2020-11-18,0.23833609718854165,-0.07609944522260749,0.2204338255798088,-0.02925181365927358,-0.01243950825038908,0.9607864174059434,0.030074128489400297
2020-11-19,0.24828202303251382,-0.11362552334945447,0.2238809538263035,-0.01728162145978032,-0.028657090143175037,0.9597636297732904,0.026049168847050354
2020-11-20,0.24117658855269827,-0.0879342555974643,0.24259509492427886,-0.008307950576442897,-0.023942501392345678,0.9749970829396384,0.021734749401834685
2020-11-23,0.24586293354944555,-0.11257967354856885,0.23167138957068623,-0.014232746463564266,-0.03068941268920996,0.9574651180478901,0.02661643398043931
2020-11-24,0.25066255980280777,-0.1359698159761601,0.19858799054991955,-0.03162762439741597,-0.03536286569207229,0.943636629913917,0.03157597426570013
2020-11-25,0.23985005165117557,-0.11837073806270022,0.24907277802403857,-0.004914476232558557,-0.03613672403917928,0.9734521585024525,0.02103429286074623
2020-11-27,0.23655793301460706,-0.10766043187413983,0.24807729175558324,-0.006663264950809994,-0.03138726997308145,0.9825328093118406,0.01831195071238176
2020-11-30,0.24660569915200387,-0.1308981223292313,0.17428682281744712,-0.04767163854751854,-0.02709296606203235,0.9413997635060134,0.03282836426958377
2020-12-01,0.24480923261996596,-0.12556846494455087,0.18442427088338093,-0.04288153297860164,-0.031208911533496975,0.9464609729255838,0.03267430360381291
2020-12-02,0.23282273570796447,-0.09139013181612075,0.24421109275152666,-0.008109443928236646,-0.028110349467496562,0.983667034869596,0.017781696032854552
2020-12-03,0.24017261118181524,-0.10738744020537688,0.21269715707859235,-0.024906990546745368,-0.030689614782898965,0.9660432372308836,0.025582698952551268
2020-12-04,0.25460535024387854,-0.1624770669794638,0.1780866441084542,-0.04328608845909423,-0.03698606750036665,0.9289323096092363,0.035927865567032945
2020-12-07,0.24537990886944663,-0.13420257383352976,0.22624698498219345,-0.0171717146429029,-0.03408485802035681,0.963226486562987,0.025401446977965238
2020-12-08,0.2322256875006327,-0.11700937557819438,0.23556234738793913,-0.01848785820599354,-0.0298362272396642,0.9798567218507017,0.02162568901135879
2020-12-09,0.229709142754459,-0.08228080341375998,0.19664133686402646,-0.04794874023352702,-0.010401645977044488,0.9441912054805914,0.03930882717865281
2020-12-10,0.2336386179291001,-0.09373059232173095,0.21451620860208273,-0.033907360106932155,-0.015418201225040663,0.9743691189044975,0.02617814007382775
2020-12-11,0.24241993618103372,-0.10444635782050159,0.21974066474489215,-0.03036319861026012,-0.022389854294163278,0.9765114749651929,0.02517722236737463
2020-12-14,0.23151866527133017,-0.05020971234488405,0.2152375477489301,-0.04450888046702467,-0.007833620474431553,0.9544088713991774,0.03404590571976675
2020-12-15,0.24464241485048357,-0.11397643445560593,0.22048199871387572,-0.027196253238156415,-0.030448092296242138,0.9517494191127778,0.030207633138483955
2020-12-16,0.2338111819763566,-0.09616629324751341,0.24353190210547823,-0.02140467217738623,-0.02411585354342666,0.9806798469996609,0.021247392719203867
2020-12-17,0.2354325872453153,-0.11333367629518705,0.2443762138336025,-0.01558169685527086,-0.03459146921627953,0.9693398917292566,0.024050317200635083
2020-12-18,0.226817671212181,-0.08443185507519196,0.22962249917371969,-0.037585223447546244,-0.017922350411633283,0.9503409565920071,0.03524752461142442
2020-12-21,0.23976847568630838,-0.07915738166241375,0.25602292109312624,-0.011088039452642393,-0.0320915544043203,0.9529786641878867,0.030309854960587048
2020-12-22,0.23401904881005073,-0.07269112733003608,0.2857173877686778,0.005509393672101266,-0.03156108828020997,0.9752141723863129,0.021794122327249164
2020-12-23,0.2263762291430134,-0.07053340513813763,0.2383850758081006,-0.03287361303393727,-0.01582995305043198,0.9468981575848388,0.03656763548820226
2020-12-24,0.22964133563395808,-0.10199759991278678,0.276186559729669,-0.0028078470397561663,-0.0311069571168581,0.9790488932170326,0.020825274856242117
2020-12-28,0.22754281517446487,-0.0897181266852495,0.2599165371278856,-0.011086347889977515,-0.02849428837047217,0.9813788982038848,0.020236578645966403
2020-12-29,0.2307509884236891,-0.07436239523652159,0.2717851021995401,-0.0030700116587392377,-0.029118366618651453,0.9788285896670397,0.020772206003622475
2020-12-30,0.22390922374831737,-0.07118328487468967,0.24359604073879965,-0.02338000301056355,-0.020793303823110967,0.9753240497418486,0.024132537290903613
2020-12-31,0.22846807362725385,-0.0872793375760606,0.24138655402000728,-0.02099381252694025,-0.027327744828263948,0.9780104170354577,0.02246740726234628
2021-01-04,0.2312697017252467,-0.033219795213130836,0.2439037606382073,-0.01604548671901035,-0.02173487314652649,0.9695087080587151,0.025706410161832283
2021-01-05,0.2357712235540003,-0.06533306518455846,0.22726011041786195,-0.02330345678640535,-0.025770229567011263,0.9582609290903861,0.030041690202099867
2021-01-06,0.22436795934171253,-0.03402943898398096,0.2478111432006992,-0.021074714184398574,-0.017904541818130202,0.9824632289909813,0.021055522726989705
2021-01-07,0.22741045656925424,-0.0849311336211136,0.23394081102385,-0.026216599034056334,-0.020431849569657757,0.9780605714044724,0.023120231925400688
2021-01-08,0.23344253885511454,-0.10765774784865002,0.22586941809510927,-0.028377509884652,-0.03502926639039415,0.9591243174848062,0.029744413178328887
2021-01-11,0.23659836860965636,-0.07507476478571493,0.27032619002586483,-0.0032493749917639706,-0.02747822540846295,0.9750011048007092,0.02323686433614984
2021-01-12,0.23155033907091951,-0.07535406160830795,0.23320905392590663,-0.026374351667770437,-0.019667997653869555,0.9593666228758772,0.02999642407805535
2021-01-13,0.2321465657718707,-0.08949423835025355,0.2533828840672636,-0.012963315582868624,-0.02335563523982428,0.9743974744030273,0.02302604536211114
2021-01-14,0.2376950431547888,-0.08960348032570312,0.23550045780743367,-0.024886068832652243,-0.026140647040104555,0.9624998481073889,0.02784777544277767
2021-01-15,0.25362051974747296,-0.12428349628149339,0.206430800307911,-0.03833888363982439,-0.028196620026913727,0.9348387158623003,0.037404612352512384
2021-01-19,0.2482656623410198,-0.11680891908049251,0.21706940823505283,-0.03141213930490171,-0.0340040374117454,0.9418722421994654,0.0350746331854813
2021-01-20,0.23530754520062605,-0.1011743328529015,0.26079006424203355,-0.00942279022345805,-0.02593100860017481,0.9788395494443435,0.02152278793514895
2021-01-21,0.23879684462098733,-0.1107143236986135,0.25342727128199066,-0.01366190218023729,-0.021560308607683553,0.9765186920812214,0.023097806920378938
2021-01-22,0.24175479769067493,-0.11237655743979469,0.23746159393782004,-0.024764651814351595,-0.01398884963004534,0.9701642233650044,0.027107803901186518
2021-01-25,0.24402848351896098,-0.10087239626079636,0.2702568919848663,-0.0034841200757928436,-0.024462305970204143,0.9805678886923432,0.020508434131419753
2021-01-26,0.25258564000595624,-0.11498063317819106,0.23035868752403046,-0.022629170647057724,-0.026074991920121804,0.9605049082088647,0.028883117969602627
2021-01-27,0.25350722817256083,0.012498406648718569,0.22362964748697312,-0.027843116270522744,-0.005210274785319778,0.9622867414352546,0.02977435171133998
2021-01-28,0.24565536320917367,-0.01342099103654898,0.2698147318089056,-0.013169671995426045,-0.008372028022400745,0.9807422258226245,0.022594076534441166
2021-01-29,0.25002590508389394,0.019063041580154955,0.2712112428351252,-0.007568087186976894,-0.006865201494534771,0.9729429858364144,0.026303598655467806
2021-02-01,0.25981375548746954,-0.05110246830358767,0.2543123628939606,-0.01390712700955778,-0.01713201252658319,0.9634227824382434,0.029463547176926532
2021-02-02,0.2587195134405073,-0.0934739617749111,0.2545048714515783,-0.011142865480138531,-0.026369688121644273,0.9665715926043802,0.027613073980446573
2021-02-03,0.25293729410730215,-0.1049232706161778,0.26173927474436526,-0.005493259959692076,-0.020860165865096703,0.9757172256046832,0.02349508318062803
2021-02-04,0.26319268360371706,-0.16155780451679647,0.22592036340257138,-0.020940235420626726,-0.037826416958161295,0.9494996698930687,0.03198692037707241
2021-02-05,0.27031108974579976,-0.1893874635005284,0.22668774830998484,-0.02118149569202516,-0.04277013109986679,0.9349722238112947,0.035146819577705185
2021-02-08,0.2617502010223689,-0.16769677633440883,0.24993132228729978,-0.011390303487027246,-0.03949770258778288,0.9585882663488062,0.029392091080725092
2021-02-09,0.2627180290527718,-0.1626662382172216,0.24944995527816943,-0.011959108483158334,-0.03739597068484317,0.9580332756503159,0.030137899498596705
2021-02-10,0.26564546321205473,-0.1578738719567223,0.2380724957390277,-0.01755242418706025,-0.03401810365502565,0.9536540993283673,0.031570046645733645
2021-02-11,0.265264048867591,-0.1668517699019278,0.24236812492732948,-0.014226616929217215,-0.037470603154733266,0.9556325302648342,0.03035543622398037
2021-02-12,0.272343296600673,-0.20683901195850657,0.22670267361374702,-0.024874720054426577,-0.04428448116624028,0.9330501601840657,0.03567151133333729
2021-02-16,0.2641494300088141,-0.16373188479049366,0.23277995853765845,-0.02362403339874691,-0.037114750617405344,0.9541684682506455,0.031581378148213664
2021-02-17,0.2602143595931376,-0.15430072913596565,0.274014955220046,-0.0034401471238932704,-0.029427432678310408,0.9789926306470358,0.022385986443244067
2021-02-18,0.2596146308521002,-0.13784022357817308,0.2783057713948228,0.0004692286465083373,-0.031218164313617496,0.9755187950408152,0.023825333212198787
2021-02-19,0.26094968311912886,-0.15199805687561616,0.2685050282219713,-0.00381277963731141,-0.028854586621715573,0.9708024315750443,0.025545597264080382
2021-02-22,0.26313004457836553,-0.12952791644300557,0.24257817292250003,-0.01594285977260373,-0.0257337727592981,0.9586442013405589,0.030405149909575192
2021-02-23,0.25251623557287667,-0.11195284083198373,0.26021622639135045,-0.005219289248041635,-0.02686020022784612,0.9690866829114474,0.025763139209099627
2021-02-24,0.25025692104672786,-0.13253381637549785,0.27058265603507586,-0.0030705342918224323,-0.030377413195081446,0.9784001372098803,0.021926347971218323
2021-02-25,0.23768086503756086,0.01087483989488533,0.2644945867037384,-0.010755063878036781,-0.005931598941296377,0.9791308759734982,0.023326319005535282
2021-02-26,0.23399855065879546,-0.007795614903623932,0.23124367139335072,-0.03613857500076211,-0.0028556604104112296,0.9407266176134452,0.04120141856864221
2021-03-01,0.25507240942743603,-0.13128487714989215,0.19706804007795356,-0.04169236648143867,-0.030992050816623994,0.9357719293215684,0.03713577706999029
2021-03-02,0.2409966411584585,-0.07074611395317332,0.2627284675259844,-0.0070151182317445115,-0.018895385408425787,0.9816635380402445,0.02123403090089651
2021-03-03,0.238624361759943,-0.03660902965958574,0.2652557658786284,-0.004680733269990984,-0.017732837915843944,0.9820171363860116,0.021266924266879133
2021-03-04,0.25346569889805015,-0.044999353570102485,0.19482745206824156,-0.036655671383069806,-0.013227225127768121,0.9270871515356323,0.040706099896600435
2021-03-05,0.24043979578610156,-0.063192628092197,0.2658492471635555,-0.0019526641036444947,-0.02317741120793808,0.9743843838713923,0.02496387385727951
2021-03-08,0.22898914970819728,-0.01645818872781249,0.24630210108533251,-0.02005297312053968,-0.013863157539727571,0.9626770335104303,0.03148359017046961
2021-03-09,0.2416369493472435,-0.07673417964643094,0.23522878835347502,-0.01579031500306302,-0.02812491113249013,0.9585618992519467,0.030424550984666246
2021-03-10,0.24586973028600065,-0.1065903288307373,0.2420781717898261,-0.014827331786956076,-0.03201101393688358,0.9536079205977915,0.030416496627800743
2021-03-11,0.24308700580181114,-0.1124702098446285,0.25538312971184757,-0.00687820522254192,-0.03297701617629963,0.9697113618870125,0.024890849638830585
2021-03-12,0.25255389313555443,-0.15184446483178493,0.25328226091779366,-0.00810742130826674,-0.038599535119060724,0.9584561940274261,0.028230019684351803
2021-03-15,0.2522677508686718,-0.17041272636818738,0.2180886692594401,-0.029031123323944228,-0.04637693174085001,0.9249588804145173,0.03566225292958677
2021-03-16,0.24446773252216714,-0.14507506533156228,0.23776756760194573,-0.018432544849566135,-0.03929771049180491,0.9563321241215582,0.028381577987971068
2021-03-17,0.24994689155528382,-0.17833827118053466,0.2044121737801813,-0.035368513381657876,-0.04431984418133551,0.9174612609552562,0.03701777263355206
2021-03-18,0.23286329434114555,-0.09795223138789433,0.25225043060642477,-0.017228331025043946,-0.023893166145895314,0.9770221932788931,0.022119099245558622
2021-03-19,0.23480342941955912,-0.11948899065189382,0.2673167803339904,-0.008988577238235798,-0.026821657692208355,0.9809343567882591,0.02039974539299593
2021-03-22,0.23043967087582803,-0.13313425786991168,0.2723648750908652,0.0014287914370630158,-0.03302856298672427,0.9813739112802152,0.018444939078855315
2021-03-23,0.2365699202559665,-0.13439371851898185,0.22429542239094458,-0.028296198572302964,-0.037039902043323115,0.9403877304173496,0.033270989053330716
2021-03-24,0.22690144268834095,-0.09639092465638754,0.2554213222868328,-0.017735716164704363,-0.021294744028339953,0.9740279315048773,0.024560340630414675
2021-03-25,0.22467854337529472,-0.11247641216049911,0.2544098495929054,-0.015058991313296556,-0.03204386821008502,0.9739102566410939,0.02208759466094063
2021-03-26,0.23074429822526174,-0.15625970342665918,0.21225715950293622,-0.037749475300790106,-0.04600680438312077,0.9369623031820721,0.032675928452898
2021-03-29,0.2176027635010351,-0.0910395260260958,0.2821760945689864,0.0024879721759996695,-0.03453736475378714,0.981027013525635,0.01933988483225969
2021-03-30,0.22647694484590036,-0.1379311349092187,0.2085304342508748,-0.03575778032630409,-0.04141151274334056,0.9331116081490373,0.03300433610722228
2021-03-31,0.2086315648326864,-0.09168465280355727,0.22409310545953665,-0.03901362383272209,-0.022364879621870233,0.9362207651068419,0.03806804858598347
2021-04-01,0.22101214363801178,-0.15705208545338004,0.23978499846945328,-0.02076379613603174,-0.05108839982279093,0.9549399447981362,0.02707436191709497
2021-04-05,0.2097141659837917,-0.11873563691683904,0.27389951778093974,-0.0008754414661773827,-0.040946762947057846,0.984722192259784,0.01679506622262202
2021-04-06,0.21188219800495825,-0.11752076083370791,0.25117527361167913,-0.010040412584580074,-0.03709905846859174,0.981654505295405,0.018284574431813496
2021-04-07,0.21730595630154853,-0.1458125966402033,0.23250443386909253,-0.018803162197300258,-0.045330773372846814,0.9538517877599091,0.027080753424840273
2021-04-08,0.21068999403130392,-0.1294415574019152,0.25489233132478284,-0.00847247515895318,-0.039999150525320194,0.9832679800010018,0.017249075915065495
2021-04-09,0.2168816792679644,-0.147849566833083,0.24970224831433105,-0.009835068599643742,-0.04504650711282766,0.9710187661047908,0.021878031715888552
2021-04-12,0.21317712686277546,-0.1330131894470024,0.25395208172377637,-0.008452688638981133,-0.042514374641447465,0.9744469728697764,0.01952503841205298
2021-04-13,0.2157505872436691,-0.13891313814282896,0.2626483035476907,-0.0014473566550209098,-0.04005869785739946,0.980330406212253,0.017662745219909546
2021-04-14,0.2254426482747101,-0.16135537883904896,0.20493546634622853,-0.034606691862125755,-0.05176687950374952,0.9353958540694299,0.03255811359132054
2021-04-15,0.21197489148827503,-0.1317350026197736,0.2644507674541865,-0.0035558270394313225,-0.038004442283257195,0.9840048523115729,0.01639171263813513
2021-04-16,0.22378927175849578,-0.17426121184459828,0.22760052319149396,-0.022600220442448696,-0.05678437308879928,0.9328676808457993,0.030519576962083322
2021-04-19,0.22439386367342826,-0.1541399125100652,0.21836264711433406,-0.027391799400144922,-0.04606680521750769,0.9300661064290718,0.03160546823970356
2021-04-20,0.21574384405649533,-0.11548374273212875,0.24539924950541284,-0.013945945818824334,-0.042503387877021744,0.9583782161267178,0.02604546503932154
2021-04-21,0.21407853979650227,-0.13081871021686592,0.272485228796493,0.003655728285047171,-0.043277317032168985,0.9735306495224425,0.020085850115608612
2021-04-22,0.21460859407313437,-0.1013871918658084,0.2811500939160306,0.007987796410650904,-0.031116511294613805,0.9834363732203741,0.017000489788982096
2021-04-23,0.22487361875242068,-0.1663190958436858,0.2259376711967486,-0.024591732727943003,-0.0561635826519588,0.9323513595158015,0.03268870248364765
2021-04-26,0.2149412372232807,-0.12452997501930188,0.2766705509546907,0.00628449021402295,-0.03817752524353532,0.9813131741753425,0.017331581132764017
2021-04-27,0.2112309597332306,-0.11924016014630498,0.2730520351760434,0.00043602772549956355,-0.034654329914784024,0.9785218333363427,0.019439184002493937
2021-04-28,0.2142970001179416,-0.13121451738236195,0.2700883421505298,0.0006246595446035072,-0.04041512193162357,0.9793546275299735,0.018529780535117852
2021-04-29,0.21903699428817203,-0.14263996354243874,0.25046804664788014,-0.01010690462039087,-0.04694134168537297,0.9616231832312424,0.02513065401537959
2021-04-30,0.21952715703698128,-0.12983761935674412,0.24111819798159626,-0.019173449085501323,-0.0439039771879494,0.9683751586040594,0.025151186884674985
2021-05-03,0.21225502815717912,-0.10959991328547924,0.26948265587312825,-0.0013012844990405283,-0.03339008358824931,0.981980913192621,0.018057100818662984
2021-05-04,0.2171175238313534,-0.10864348922031504,0.24705212632926146,-0.012789843037825724,-0.03676359130282826,0.9656868417051201,0.024938625304693037
2021-05-05,0.21276876841774575,-0.09990878844491471,0.26020411725227455,-0.004648510327086034,-0.03205827448686909,0.9771310557402173,0.020235320944315297
2021-05-06,0.20943880340846205,-0.10197359533335465,0.26351520194843636,-0.005112226999748238,-0.03279170656107209,0.9815218521260202,0.018931724431918814
2021-05-07,0.21180615024108773,-0.12956624883798185,0.25610970366635394,-0.00932545812364788,-0.04560137986030241,0.9685235510821373,0.02346583448663994
2021-05-10,0.2076426691696605,-0.0806191917286883,0.25706276512301585,-0.009000346309983587,-0.022082512718538543,0.9833745595499132,0.019093128856528196
2021-05-11,0.20925528358471698,-0.05732777585780949,0.25395634999156624,-0.015504502790440501,-0.01762431230074719,0.9842284562622968,0.02056462357638503
2021-05-12,0.21153684254029076,0.01792002426125655,0.24372951082136532,-0.025962286608486883,-0.007906422670125387,0.9774887430732784,0.02487626866100193
2021-05-13,0.22036151224855466,-0.06292470424211112,0.2184731041826478,-0.03021621941075017,-0.01912765078357905,0.9654032903328387,0.030013232205386885
2021-05-14,0.21434618036813535,-0.1082367526071055,0.23489287594053998,-0.024649685329506454,-0.03409889348179143,0.9648322915339492,0.028081859637412068
2021-05-17,0.21440292390072474,-0.0890271877215963,0.28196048836514803,0.005194406027684536,-0.029798055445193605,0.977660048516859,0.02012044546735915
2021-05-18,0.21620488111044842,-0.07456017011758811,0.2549756491901018,-0.016582046405373124,-0.014167417670113187,0.9796042642062142,0.022235279957332422
2021-05-19,0.23826880066858144,-0.13202741736218626,0.18937232438579413,-0.05017831188088368,-0.029191137891901652,0.9129623615537011,0.04165208844183166
2021-05-20,0.21817475633192326,-0.09099845784298614,0.2786489742738968,-0.000676713415058058,-0.02675825856086939,0.9831932305835744,0.019456804197027947
2021-05-21,0.21694067526762778,-0.09566452031043082,0.28962407161656395,0.005389117225831191,-0.027149293181701967,0.9805692483326478,0.020386310729607338
2021-05-24,0.21523770023044322,-0.1190295979956987,0.27968109211081343,-0.0006591725519936451,-0.02914006217093808,0.9822453122692201,0.01887114769178601
2021-05-25,0.21366340474565973,-0.11255823392028053,0.2771702550991893,-0.0018422161556270516,-0.033060814361376235,0.9796932799883801,0.019824230332634658
2021-05-26,0.21379508506201483,-0.13351942739440054,0.26837489934570474,-0.005674619545170447,-0.03916196448477934,0.9760171346081044,0.020927411110078856
2021-05-27,0.2051419088949094,-0.12117264858546403,0.25477819133197777,-0.016542907863748173,-0.02932936656229761,0.9776161507850927,0.02189613807524548
2021-05-28,0.2042884740533081,-0.12588554483315004,0.2733056083902558,-0.009515993863818814,-0.03080237846035074,0.9855915676121295,0.018208908434577852
2021-06-01,0.20633051786892181,-0.10615968045027496,0.275201582166436,-0.0030244481381023597,-0.029732535648633315,0.9852023696859311,0.017781536405606955
2021-06-02,0.21305019259479221,-0.13643295557450902,0.2682586552888688,-0.005558286358703057,-0.04387207031843334,0.9695006576908832,0.023890210208584665
2021-06-03,0.21050169308749037,-0.11403785609916925,0.2841123330045635,0.002661855333272318,-0.031989921436493034,0.9824296603529978,0.01842961715405026
